comment,label,label2
i don't even know where to start with thid,2,NOT
they should not be able to compeat agenst biological women..,5,ABU
the well being of the children should triumph no one wants to be transgender believe me.,5,ABU
they can also do more pull ups push ups and sit up than those born girls the girls who came in rd and th place are the real st and nd place winners i have absolutely nothing against the transgender community be who you feel you are in your soul but come on this should be a no brainer!! this shouldn't even be a debate.,1,NOT
wnba is gonna be lit in a few years,1,NOT
is this the equality they wanted?,1,NOT
unfair and wrong they went through puberty as a boy bone density and size is different should be no further discussion.,3,NOT
girl's athletics will soon be completely destroyed because of this nonsense if you have xy chromosomes everywhere except for half of your sperm you are a male if you have xx chromosomes you are a female period that's science i don't care what hormones you take or what you take to supress other hormones i don't care if you mutilate your body to change your outward appearance i feel tremendous empathy for your confused feelings but your feelings don't change the fact that you are physiologically male males should compete against other males females should compete against other females to do otherwise flies in the face of science and gives a tremendously unfair advantage to boys pretending to be girls maybe it's time to add two more categories to student athletics boys who think they are girls and girls who think they are boys then the playing fields are level and no one has an unfair advantage.,3,NOT
you fucking abominations.,6,ABU
when the one girl mentioned that she was looking at social media comments about her the reporter said some of those comments were harsh like saying terry and andrea had an unfair advantage because they were boys. that's not a harsh comment at all that's just someone stating the facts there's a reason they have separate sporting events for men and women there's a reason they have the women's record and the men's record in track and field one of the trans girls mothers commented during her interview it allows her to be who she wants to be and that has more weight than winning a medal not to the girls competing against her who are trying to get college scholarships it's great that she has loving supportive parents but i hope people realize this is a complicated issue...and being against them competing in state finals has nothing to do with being anti transgender.,1,NOT
i agree with the state rules of those states it makes the most sense however i don't think trans people should be completely prevented from competing with the gender they are transitioning to it's a slippery slip but it just reminds me of the argument of it being unfair that blacks are competing with other races because they naturally are faster so it's unfair”.,1,NOT
so one has a gay father and a transgender mother both of them look like boys in drag this why the trans community gets push back these biological boys with hormone additives shouldn't be competing in a race with biological girls.,5,ABU
except you're feminine..fine .except you like what other women like fine...you're still a man. acceptance is a big part of life and santa isn't real.,2,NOT
it's like gold plated vs gold just because something is dressed up in gold doesn't mean it's gold through and through they should be ashamed of themselves,5,ABU
if you're really that butt hurt about it then get better and win instead of complaining,3,NOT
ive seen trans girls run tht look like a man and identify as a male and they ran with women soo this should be the same they r natural born men tht identify as a female they should run with other boys,5,ABU
"awesome great luck to them after their career in music fell apart i loved their song from back in the day girl you know its true"" keep going ladies.",1,NOT
women sport is dead ,3,NOT
omfg get out,3,NOT
who is waiting for freelee's comment,2,NOT
yay trish this is awesome!!!!!!,1,NOT
tofu is great for protein,1,NOT
if you wanna go vegan take it seriously please don't post pictures of you eating chicken and waffles online.,2,NOT
congrats trish x,1,NOT
the edgy veg's youtube channel has great vegan recipes that you could try.,1,NOT
gardein has the best fake meats.,1,NOT
soooo excited for you trisha!! speaking personally i lost  pounds from going vegan my skin cleared up i no longer have high blood pressure and i have way more energy overall i also love what veganism does to help animals and the planet can't wait to see your experience with it sending you love and positive vibes on your journey ),1,NOT
check out mommy tang on youtube she has great vegan recipes.,1,NOT
this is so amazing congrats!!!,1,NOT
i would go vegan but i love chicken too much but kudos to anyone who is vegan!,1,NOT
woooo trisha!  i'm subbing,1,NOT
don't get too excited guys tomorrow she'll get mcdonald's and do a watch me eat video.,3,NOT
for protein a vegan diet absolutely keeps your protein fine but i defo recommend hemp seeds they are super high in protein and you can just put them in everything also soy protein that is like mince meat that you can put in everything a couple spoons of hemp seeds is like / of your daily protein requirement google has everything im so happy for you good luck!,1,NOT
unfortunately vegan lifestyle doesn't mean being skinny absolutely for me it's much more difficult to control my weight on vegan diet but i'm still vegan..,1,NOT
yuck she's gonna gain so much weight.,3,NOT
smoothies and green juices are awesome also flax seeds chia seeds are so good for you and you can still buy vegan meals and just check the ingredients for dairy etc also vegan blogs have amazing recipes being vegan really isn't that hard if you think about the animals i really hope you stay vegan because it's changed my life!!,1,NOT
trish yay st thing you are going plant based not vegan if you were going vegan you would stay true to it for the rest of your life since veganism is about eco not ego nd buy bread potatoes a whole watermelon or whole cantaloupe since they are cheaper than precut rd thing buy rice and a ricecooker they will change your life try to stay low on fat and salt aswell as added sugar and last thing to remember fish is not a vegetable and gelatin aswell a whey is not vegan i'm so happy for you and if you need any tips ask me of the twitter vegan community we are all welcoming to new people who want to save the earth! oh and one last thing make sure your newest makeup products are cruelty free and vegan makeup is for humans not animals.,1,NOT
medjool dates get some! also look up a recipie for banana ice cream xx,1,NOT
beans nuts brown rice or quinoa sweet potatoes peas and dark leafy greens have a lot of protein and keep you full fruit is perfectly fine to eat but you will probably find yourself feeling hungry if you mainly have a fruit diet best of luck to you trish!,1,NOT
lissa's raw food romance is one of my favorite vegan channels you should check it out!,1,NOT
love u trisha check out the vegan corner they make good recipes you go gurl❤,1,NOT
can u do as much videos as u can so we can see ur progress thanx also do a ur diet plan a wat u have been eating and the amounts one tip i do know apples help burn body fat good luck trish u have inspired me to do the same good luck to the both of us☺☺😙,1,NOT
hi trish i think its amazing you're going vegan if you can check out a book in your spare time the china study by t colin campbell is from my favorite biochemist anyway the vegan diet has completely changed my life for the better health wise  protein derives from beans lentils all fruits and veggies broccoli is packed!) if you don't like brussel spruts there are still so so more options for you you don't have to eat it if you don't like them ) definitely check out vegan youtubers and if you eat out there are many places with options for you 3,1,NOT
eggroll in a bowl is good,1,NOT
oh fuck i always said if trisha paytas goes vegan then i will welp,2,NOT
spaghetti you can make it super fast and add tons of veggies to the sauce i love making it spicy.,1,NOT
that is awesome i live in la  there are so many good restaurants lets go to by chloe in hollywood and get a guac burger!,1,NOT
you need to pick up potatoes and rice!!!!!!,1,NOT
you can get frappuccino's with soy milk,1,NOT
you can most definitely gain weight on a vegan diet same rule of thumb calories in equals burn calories out don't overeat your average daily intake,1,NOT
a michael jackson vegetarian what someone explain?😄,1,NOT
could you please film what you are eating in a day when you are eating vegan xx 3,1,NOT
they're are like foods you wouldn't think are vegan in grocery stores for example lays potatoe chips and oreos,1,NOT
yassssssss trisha slay ✨✨✨✨,1,NOT
blend up your meals you will stay fuller for longer!,1,NOT
almond milk eat plenty of carbs and don't just eat fruit it won't fill u up xx,1,NOT
watch vegan mojo video about you! the whole thing  it will help!!,1,NOT
if she can vegan anybody can,1,NOT
how you loose weight on a vegan diet has a lot to do with cutting down on your oil and doing high carb low fat,1,NOT
u shouldn't be vegan it's unhealthy!!! we all know ur beautiful!!! don't change trish don't do this!! and freelee looks anorexic!!!,3,NOT
remember that freelee exercises a lot everyday to burn off all that fructose🚴🏼,1,NOT
what the actual crap i was just on ur sc and u at chicken and waffles!!! liar.,3,NOT
go watch hotforfood i'm not a vegan but the food she makes looks amazing x,1,NOT
good luck trish much love from your fishies 💓💓,1,NOT
roasted cashews r so good,1,NOT
they got vegan fraps from starbucks just ask for non dairy milk and no whip,1,NOT
potato and pasta are your best friend for life gurl!,1,NOT
veggies veggies veggies girl when i'm vegan i think of myself as a vegetarian with limitations eat loads of cooked veggies you can do soooo much with veggies broccoli steamed chopped in dishes green beans garlic and olive oil or coconut oil cauliflower spaghetti squash as pasta garbanzo beans are great they are good in a stew w vegatable stock or water beans tomato loads of fresh herbs chili powder garlic onion zucchini carrots etc i find that when you chose a healthy lifestyle like this it forces you to cook all your meals it's much easier that way fruits are cool too but it's really important to eat a veggie or two w each meal,1,NOT
so proud hope it works out love you!❤,1,NOT
rice with steamed vegetables or homemade potato wedges were my go to during the first month of becoming vegan they are super filling and really yummy i wish you luck on this crazy journey keep in mind that eating vegan isn't the hardest thing you will feel left out at times because people around you might be consuming animal products don't let that get to your head you're doing this for you i can't wait to hear how it goes c:,1,NOT
this is an old video check the nails girl 🏻,1,NOT
don't be afraid to eat too much some people end up gaining or losing a lot of weight when starting out as a vegan so don't expect to loose a bunch of weight in weeks it takes a while to make progress so take it slow and be patient it'll pay off and you'll feel and look great,1,NOT
here are my tips don't be shy to eat a lot eat until you are satisfied yay  eat your favourite fruits veg bananas dates melons and avocados are my staples as they are calorie dense super yummy and versatile for carbs go all out rice pasta potatoes quinoa couscous bread cereal etc for protein i love beans lentils tofu nuts peanut butter but there are lots more options too you can find great meat options like the brand gardein tofurky delicious also give smoothies and banana ice cream a try i'm sure you will love it ),1,NOT
potatoes rice and veggies!!,1,NOT
the caramel latte from starbucks is my go to i just make sure that it's done with soy milk and it tastes so good it tastes so much better than actual milk from cows!,1,NOT
sooo proud of u trish!!!,1,NOT
hey trish i just went vegan too and i have a few tips  eat a ton i started out counting my calories because i wasn't eating enough calories i recommend mynetdiary in the app store if you want to count your calories i once ate 70 calories in one day don't be afraid to overeat!!!! if the food is healthy you can eat as much as you want  make healthy foods you don't like taste delicious i hate bananas but if i freeze them blend them up in a high speed blender with cocoa powder and almond milk it turns out like ice cream!  to start out stock up on dairy free milks almond milk is my favorite) vegan butters vegan chocolates and vegan snacks to cure those cravings they eventually go away),1,NOT
thank you !!! thank you thank you thank you for what you're doing  !!!!!!!!,1,NOT
i feel like you could make really cool videos like vegan burger king taco bell etc and also junk food vegan like oreos most biscuits are vegan,1,NOT
maybe it would help you loose weight i know people go vegan as a diet.,2,NOT
another parallel between you and i trish i am too attempting to go vegan i hate meat dont like eggs the only think im having a hard time with is dairy milk/cheese i love me some fruits and veggis and nuts and rice and beans etc.. my downfall is sugar which technically is ok to eat when vegan so i need to find some self control on that front... the common mistake i am making is just like when you said you accidentally had starbucks that had milk you have to break the bad habits~ one good thing is that there is so many channels and websites out there to help you know what to eat.... i suggest before going to any food restaurants ie taco bell starbucks cheesecake factory etc.. you check out their menu online and figure out what you will order prior to going i know its easy to be caught up in the whole process and order things that you used to order or you get there and you dont want to hold up the line so you order something without thinking it through you have to remember that its easy to go vegan and stay fat trust me i know this i too am about 00lbs too and i too hope to get healthier through going vegan) french fries are vegan but when you get them say from mcdonalds or bk they are soaked in salt then salted again and again and again when being served then the fried aspect on top of that.. i know you know this i just used that as an example . usually. hardcore vegans arent vegans to be skinny. they are vegan because they are against all animal cruelty. then the health benefits are just a plus you can get vitamins too to help you make sure youre getting everything your body needs maybe freelee can help with telling you which you should take while doing this week vegan diet love you bunches trisha and i know you can do it dont cheat,1,NOT
do raw vegan!!! please high carb low fat don't over do it!,1,NOT
whole grains legumes beans rice veggies potatoes pasta literally as many carbs as you want all of the carbs thai food and mexican and greek food!,1,NOT
vegan burritos and burrito bowls with rice beans lettuce peppers salsa and quac or vegan sour cream  sooo good.,1,NOT
yes yes yesss im so proud of you you don't just have to eat fruit get some rice beans lentils potatoes and other yummy carbs p good luck 3333,1,NOT
wow not click bait this time am i at the right channel ,2,NOT
look on pinterest for vegan recipes! theres lots of them ),1,NOT
vegan chocolate milkshake banana spotty cacao powder cashew butter cinnamon almond milk rude health is the best because it so naturally sweet),1,NOT
if you do that for weight loss issues exercise too and do not starve yourself.,1,NOT
so excited that you're gonna try being vegan!! it's an amazing lifestyle !,1,NOT
for going vegan try to stick with whole foods as much as possible for the best results eat lots of vegetables like piles of vegetables and eat lots of fruit too a great way to get protein in lentils and beans also edamame pasta or black bean pasta is very high in protein there are also vegan protein powders and tofu and setian which is a made from wheat and lentlis and red beans this product is very high in protein there is tempeh too and also nutritional yeast also high in protein is chia seeds is around  grams or so protein for tablespoons even though it's high protein ist also high in fats it's a good fat but for plant based diet you want to keep your fat low don't consume too much of it i hope this was helpful and i hope your journey is successful  i've eben vegan for weeks now and i keep my protein high because i lift and want to keep my musle and i don't really low fat so far it works for me ),1,NOT
veggie grill is bomb,1,NOT
yes trisha slay girl,1,NOT
yeh yeh yeh whatever be vegan for the animals or gtfh,3,NOT
be sure to eat lots of rice and potatoes will fill you up there are recipes all over the internet!!!!,1,NOT
watch vegan what i eat in a day videos  you can do this trish,1,NOT
carbs you honestly might gain more weight in the beginning because of your destroyed metabolism but the weight will shed off especially if you exercise there is vegan pizza burritos tacos and so many more options trish you live in la there are so many great options there.,1,NOT
don't do the strict health nut freelee diet!! being vegan is soooo much more fun and tastier than the restrictive things she's promoting eat carbs also in other things than bananas fill up on the good tasty carbs girl you can do this 3,1,NOT
i've been vegan for a few months and you should get almond/soy milk bean burgers smart dogs meatless meat you should make your own veggie pizza with chopped bell peppers pizza sauce baby spinach i know you can also find vegan cheese i live in the south so it isn't common here and plenty more it makes you feel sooo good just physically and i still have my junk sometimes like vegan ice cream lol,1,NOT
stop shop grocery stores and many others carry vegan sausage bacon cheese and different types of hams for sanwich  also they have spinach cakes they are yummy taste like crab cakes,1,NOT
imagine your favourite food in the world mine was pizza and google a recipe for the vegan version of it you will be surprised how delicious vegan dishes can be if they were your favourite before also do not restrict if you want more food go eat more food if you want vegan ice cream go eat vegan ice cream this is the best lifestyle ever as you don't have to cut down calories because the food that your eating is so healthy anyway.,1,NOT
ummm what..not gonna last,2,NOT
good luck girl  best recipes from vegan zombie. never forget to eat you're veggies...,1,NOT
try a no oil diet for not gaining any weight and loosing weight stick to raw foods mainly.,1,NOT
try beans and or lentils for protein,1,NOT
i love thiss!!!,1,NOT
"get potatoes,rice and pasta vegetables etc try high carb low fat diet",1,NOT
there are so many vegan options for protein such as beans legumes chick peas/kidneybeans etc) take a look through vegan instagram you will literally see tons and tons of pictures of delicious pizzas/ice creams desserts and delicious fruits and vegetables.,1,NOT
beans tofu and broccoli have lots of protein  and zero cholesterol,1,NOT
lol when will all of you moron fishies realize how hard she trolls you guys?,3,NOT
there's a lot of pakistani foods that are vegan,1,NOT
my biggest tip is if you mess up don't give up!! it's really hard especially at the beginning so if you have a piece of pizza one day don't give up all together you will find it will become so much easier as time goes on and then you will mess up less and less and not even crave any non-vegan food anymore good luck you can do it!,1,NOT
all these negative comments about she was eating chicken today guys it wont happen instantly if you have grown up eating meat is it going to be hard to stop but good luck trish hope it goes well ,1,NOT
just fruit hmm you need rice potatoes beans....veggies at all? you should check out some vegan restaurants in your area and do videos.,1,NOT
this video is old idk why she decided to put it up now if she been filmed that she's gonna go vegan yet she never did lol sucha jokster smh.,2,NOT
try beyond meat faux chicken and their microwave meals in the frozen aisle at a lot of stores including whole foods 3,1,NOT
you should go check out mommy tang she has a vegan channel  she makes vegan mukbang,1,NOT
quinoa and hummus is delicious!!! avocado toast look at fablunch's youtube channel for amazing recipes,1,NOT
omg i'm so happy for you!!!!!!!!,1,NOT
she's eating fried chicken and waffles right now...feel bad for torturing chickens my butt!,3,NOT
also watch forks over knives it is the bomb,1,NOT
you can eat as much as u want the first week u will feel bloated its normal but girllll after that the weight started shedding so fast i lost  pounds and still going i didnt restrict too i still had vegan junkfood occasionly,1,NOT
remember it's not a diet it's a lifestyle,1,NOT
eat lots of nuts for protein and organic beans,1,NOT
trish im not vegan but im so happy for u and i hope u get really happy and confident and i love you so much.,1,NOT
i unsubscribed to you when i went vegan b/c you were posting lots of meat and i was already affected by the documentaries i'm so happy that you went vegan and will now subscribe to you b/c i think you are on the right path...!,1,NOT
yayayayay tris im so proud,1,NOT
who came from freelees new video,1,NOT
trish we need you around forever go healthy go vegan!,1,NOT
weak ass bitch.. a week later your shoving chicken wings in your mouth.,5,ABU
i love trisha with my heart and soul but i don't think this will last lmao,3,NOT
silk yogurt is awesome,1,NOT
also as a vegan starbucks barista i know that all our frappicinos taste great with soy because its vanilla flavored!,1,NOT
trisha you have to see this i've been on and off vegan/plant based for years now and i've discovered if you go hard it's fun for a while but you crave treats i can give you recipes for my vegan pumpkin chocolate chip muffins chocolate chip zucchini loaf pancakes brownies etc but get the app vegan amino people post meals to give you inspiration it's not all just raw healthy it's just vegan which is where you should start i promise you it will help second izzie davis a vegan upriver who is friends with free leeds recently mentioned how feeler promotes this eat thousands of calories diet but doesn't in force the necessary exercise that diet is for athletes take up spin and eat healthy but don't overdo the calories because you can still gain weight so yeah eat things you're used to eating make sure you get protein the more muscle you have the more calories you burn daily and don't go rear until you have the basics down love you sorry for my spelling and autovorrect in advance lol,1,NOT
i really dislike when people say they're going to do something and then not do it girl your snap just had fried chicken and waffles of course you're not going to upload that on youtube because people are going to hold you accountable and i find it hard to believe you don't have a problem with it you were never going vegan you were trying to go plant based you obviously don't care about animals or anything really unsubscribing.,2,NOT
follow mommy tang!!!!,1,NOT
don't recommend staving yourself i am currently dealing with a minor bulimia eating disorder and partly anorexia disorder not good within about weeks i lots about pounds my tennis couch found out almost got kicked off the team....don't recommend staving yourself or binge and purgeing.,1,NOT
you will not last,2,NOT
if you want to do this in a healthy way you cannot calorie restrict i would advise you to do research and go into this more as a lifestyle than a diet you have to eat a lot and a variety you also need to stay active which you already do ),1,NOT
an easy go-to is brown rice lentils and beans as a base look up recipes for various flavoring google makes it easy now and plan ahead...that helps a lot,1,NOT
watch those videos it's so important that we all know how these animals are treated how the suffer and die violently and terrified we need to open our eyes and change i don't believe that anyone whether you love animals or not could watch such violence and thinks it's ok to continue to eat animals please the animals deserve so much better.,1,NOT
try the brand gardein and a strawberry banana soy milk date smoothie this made my day i´m so proud of you trisha!,1,NOT
whose the  year old raw vegan she was talking about i couldn't catch the name,1,NOT
i'm crying here i'm so happy for you and freelee and the world ❤ you go girl!,1,NOT
rice oats and beans will fill you up i like to cook some oats in whatever vegan milk i have then add in some fruits and maple syrup on top and i would make a buddha bowl which i am sssooooo obsessed with these days.. just mix whatever veggies you want with rice and beans and honestly whatever makes you happy and whatever sauce you want and there you have it a nice healthy lunch,1,NOT
basic things you can eat are pasta with read sauce rice and beans(if it's refried get vegetarian kind it's vegan maybe even with tortillas and salsa veggie sandwiches etc you could try substitutes but some are really not good for you also make sure to get your fruits and veggies in the most good luck,1,NOT
yayyy so happy that you're trying this,1,NOT
good on you for at least giving it a go i wish everyone would at least try it a week heck a day even before they bash please don't tell people not to watch the videos it's important to know where your meat comes from if you can't watch the videos don't eat it it's hypocritical it means you're paying for someone to do what you cannot look at thanks ),1,NOT
welcome to the vegan fam,1,NOT
i'm so excited for you! my favourite vegan meal ever is stir-fried veggie rice with soy sauce and ginger like you can look up these recipes oatmeal as well is incredible for breakfast also omg omg burritos i will live off of lots of guacamole and salsa and rice in a tortilla xxx,1,NOT
yaaaasss go trish so happy you've decided to try the vegan lifestyle really hope it works out for you😘,1,NOT
when you say you're going to do something out loud to people you are actually less likely to complete it also wasn't this video filmed a while ago stop trolling girl.,2,NOT
omg slowwwww down 😘,2,NOT
no offense but we all know this is not going to last long...,5,ABU
watch jessbeautician she has endless vegan meals ideas.xx,1,NOT
omg these are such great news im vegan too and i recommend you to eat more than just that because these things dont really have enough calories so you will feel hungry really fast.. eat some rice potatoes or pasta with vegan sides and sauces these foods will make you really feel satisfied chinese or indian foods are mostly vegan anyways  i wish you lots of success with this d xoxo,1,NOT
you can make burritos with rice beans cashew sour cream guacamole and cooked onions it is really good!!!!!!!!!!!!!,1,NOT
"if u freeze the grapes they will be like candy!!!! u should watch what i eat in a day vegan, check out thriving on plant youtube channel!!! amazing",1,NOT
i could cry im so happy youre choosing to try veganism!!!!!!!!,1,NOT
i went vegan in january and it was the best decision i ever made there's lots of great vegan products that tastes like the real thing if that's what you crave try not to get discouraged love&light,1,NOT
us vegans will help you but... you need to put down those chicken fingers ok gurl,2,NOT
when you want to eat out google the restaurant's vegan options usually the internet has done all the work for you definitely has helped me!,1,NOT
great to see that you're open-minded to try going vegan def don't be scared of carbs  good carbs like lentils beans and quinoa are super healthy low fat high protein and will keep you satisfied!,1,NOT
oh man the vegan community is so mean i hope you don't fail because they will come for you hard good luck!,3,NOT
omg i am so fucking proud of you right now,1,NOT
this was recorded a month ago she isn't vegan anymore,2,NOT
yes girl!! eat lots of fiber and carbs fruits veg starches beans rice try vegetable curry recipes bean chillies vegetable stirfry be creative with meals and explore all the foods and flavours you can during this two weeks that way you will not crave animal products ever and these two weeks will become a lifetime so proud!! you will love it and feel so good if you stay carbed up x,1,NOT
you could try plant-based cheese and plant-based meat they taste better than real cheese and meat are much healthier cruelty free) the brands i use are daiya vegan cheese gardein vegan meat they have chicken strips and other things and lightlife vegan meat they have good bacon and eat rice beans pasta veggies etc and keep eating fruit!,1,NOT
good job trish!!!💖💖💖💖,1,NOT
eat rice beans whole wheats along with fruits and veggies and you should be good best of luck trish,1,NOT
fruit smoothies using almond milk instead of milk tastes amazing and so filling ,1,NOT
veggie chickn is amazeballs good luck on your vegan journey!!,1,NOT
i'm so proud of you trisha! i hope you keep this up your body is a beautiful temple and it deserves to have the best care💗💗,1,NOT
i really thought she could change for the better but she's already eating meat(even chicken!! again she's still a pathetic liar,5,ABU
trisha i hope you see this you should check out mommy tang here on youtube she is such a great inspiration shes a nice vegan with a lot of great tips check her out,1,NOT
mangos apples peaches oranges pineapple asparagus broccoli squash cucumbers olives rice beans almond butters or peanut butter almonds salad with balsamic dressing i could go on and on i love grilling pineapple or grilling zucchini so yummy i have been vegan for and a half months now and i used to struggle with depression and always not eating then and then over eating and after changing the way i ate i feel so much better have way more energy and my skin is flawless now my hair is growing super fast best of luck to you if buying things in precut packaging is what makes you stay with your goal for eating this way more power to you i like to do that to sometimes if i am craving something easy fast and health!,1,NOT
when i read the title i thought she was joking and was going to poke fun at vegans lol i'm really surprised she's going vegan even if it's just a diet.,2,NOT
i also just went vegan im so proud of you congrats girl i recommend checking out some of kalel's vegan what i ate today videos for inspiration theyre really helpful ive come up with a lot of recipes and the internet has a lot too if you ever need any tips you can reach out love you queen❤️❤️,1,NOT
best decision you'll ever make so proud of you yay!,1,NOT
"lol shit darling vegans are hypocrites despite eating no meat they still kill animals without realising it"" but well whatever makes you happy",5,ABU
i would say you can only eat as much as you want if you eat raw or with no vegan junk food but always make sure you are eating enough you wont feel good if you under eat you can always get a nutrition app to check if you are getting enough calories it can be very helpful there are many variations of this diet so dont feel like you have to stick with one if it's not working for you experiment and have fun wish you the best in your journey!,1,NOT
obviously fruit and veg is vegan but find substitutes and things you can still eat so it's easier oreos are vegan a lot of chips are vegan it's not healthy but it definitely helps the transition,1,NOT
ʊքɖat s ɨt tɦ ռʄ  օ օʊ օɨռ ʟɛasɛ.,1,NOT
so amazing of you trish i knew you are a good person ),1,NOT
but first two weeks is when you have the most cravings so stay full at all times,1,NOT
no more yummy food videos gutted,2,NOT
tofu is good in protein salads tofurkey sandwich chao cheese is really good alternative peanut butter or nuts are good for protein good luck and i am proud of you for trying every little effort makes a difference!,1,NOT
haha chicken nuggets don't count ummmm 😹😹,2,NOT
woohoo congrats trish!,1,NOT
i know you like freelee's body trish but personally i rly rly rly like ur body now like live your life girl but to me you look good already,1,NOT
how old is this video stay away from freelee she is poison!,5,ABU
ok girl you gotta buy more of those fruits buy those fruits in bulk more food it's sounds weird but you gotta eat more if your gonna keep the lifestyle going ❤️🌱,1,NOT
you can still eat pasta and rice and bread but not too much so you could have stir fries with are amazing 3<3<3<3<3<3<3,1,NOT
garlic green beans are so goooodd just btw,1,NOT
watch my video on veganism just to show a different opinion,1,NOT
hey if you are still vegan try chia seeds for protien potatoes for starch seeds for fats veggies for vitamins fruits are also really good.im vegan as well so if you want any tips i can help you out just let me know girl!,1,NOT
gardean has some amazing fake meat products and fake fish products and they're avaliable at target!,1,NOT
"""what i ate in a day plant foods videos will help you a-lot",1,NOT
i really want to go vegan my parents don't agree with it though,1,NOT
omg yay trish you go here's the biggest thing i found from going from junk food to vegan make sure you eat throughout the day! don't let yourself starve for hours then go to eat and be starving and willing to eat anything keep yourself fuelled especially if you're dancing ),1,NOT
tbh your very pretty and i happy that your trying something new keep up the good work and don't worry about what other ppl say,1,NOT
if trish is trying to be vegan...maybe...i can too...,1,NOT
trish! yay the one think i will say is don't be afraid of carbs potatoes rice broccoli do you like veggies omg and try tofu.,1,NOT
so so so so proud of you!! i am vegetarian going vegan soon but i know a good amount about veganism i suggest that most of your diet should be whole plant foods aka vegetables fruits but you can definitely eat pasta vegan pizza tofu rice grains.... and if you crave meat try fake meat like gardein however don't over load on it it's a once in a while thing remember eat the whole plant foods until you're satisfied and remember to carb the fuck up!! love ya girlie!!!! i know i will probably get some feedback by other vegans about my recommendations so go right ahead vegans 3,1,NOT
get some strawberries and melted dark chocolate get chips that are vegan most already are,1,NOT
i think you should watch the slaughter house videos because it does open your eyes up a bit more and make you really realise where your meat is coming from it is very upsetting and hard to watch though,2,NOT
beans/legumes/tofu suprisingly peas have a lot of protein and i use them to make pestos now yum gl it's differant for everybody.,1,NOT
she cant do it,3,NOT
beans rice water make sure to flush your body from the toxins potatoes are always an amazing staple so proud of you trisha❤️,1,NOT
yay trish if you're trying to lose weight try to avoid sugar salt fat and oils in your foods  of course the natural sugar that is found in plant foods is fine! good luck!,1,NOT
next day buys fried chicken you are such an inspiration babe ,3,NOT
yasss gluten and dairy always makes me breakout.,1,NOT
nuts have a lot of protein!,1,NOT
vegan you tubers to check out plantiotic raw alignment mommy tang kalel claire michelle the vegan couple the friendly activist izzy daviz etc...,1,NOT
coconut milk frap at starbucks,1,NOT
i loveeeeee youuuuuu sister keep it up 🍆🍆🍆🍌🍌🍌🍌,1,NOT
this makes me so happy i love you trish 3,1,NOT
oh congrats! we love you be sure you've got a good blender for soups and smoothies :,1,NOT
yeah right bitch hahahaha you cant stay alive without burger king lmao,5,ABU
omg i looooove you so much ️❤️❤️❤️❤️,1,NOT
frozen grapes are soo goodd,1,NOT
trisha!! sooo much protein in fruit don't even worry about protein!,1,NOT
pasta with red sauce vegan burger patties with lots of veggies on a bun most thai food you can order vegan fries!!!,1,NOT
you can have oreos,1,NOT
well done trisha! just stick to 00 calories a day and eat lots of starchy low fat foods you can literally eat anything you want as long as it doesn't have animal products in meat fish eggs milk cheese honey etc but make sure you eat so proud of you xx,1,NOT
this is complete bullshit ! and you know it,5,ABU
trish!! try the veggie burger from burger king it's the shit 👅👅,2,NOT
it's amazing your doing this trish routing for you i personally am a vegan and the most important thing to remember is that your not going to get slimmer anywhere without loads protein,1,NOT
i used to have a really red splotchy face and arms but after cutting animal products that's no more i can always tell when i accidentally eat something with a little milk because my face gets really red.,1,NOT
oh my god im so excited  make sure you have a shit ton of carbs loads of pasta rice beans chick peas and fruit obviously if you're thinking of things long term there's so many vegan junk foods to help with cravings d,1,NOT
yay i'm so happy for you trish pasta is the best just eat a lot of it and eat a lot of fruits and vegetables and it'll keep you full for a while,1,NOT
i wish i could believe this,2,NOT
i'm so excited to hear that your trying veganism hopfully u stay vegan more than weeks love ya,1,NOT
yay!! so proud of you!!!,1,NOT
vegan isnt just food we dont wear animal skins we dont use produts that are tested on animals..sorry for my english im portuguese,1,NOT
get some vegan chocolate protein to make delicious shakes and smoothies,1,NOT
this is the kind of mukbang i want to see lol healthy and vegan!,1,NOT
i'm so proud of you trisha i'm vegan and ya there are some rude vegans but a lot of us just wanna save the animals thank you so much you're gonna inspired a lot of people love u,1,NOT
i just started going vegan since yesterday,1,NOT
i have been vegan for months now and i will not turn back i thought initially that it was going to be difficult but turns out it's easier and more delicious i recommend you prepare your own meals and because you are doing something new have a small whiteboard in your kitchen where you can write down dinner ideas you can go back to if you don't know what to have.,1,NOT
this is going to last as long as your relationships,3,NOT
i've been vegan for a few months now never felt more clear minded and great don't beat your self up if you mess up cause it happens you can have all different foods mexican chinese ect but just sub out the protein for more veggies or beans.,1,NOT
she won't last a day,3,NOT
eat lots of rice beans potatoes etc just make sure you eat a lot of carbs so you don't get cravings.,1,NOT
sooo proud of you!,1,NOT
in two weeks you're not going to loose weight i loose weight in about a three months.,1,NOT
watch mommy tang....she has lots of good recipe ideas.,1,NOT
buy this recipe book called vegan junk food it has really good recipes,1,NOT
go watch monami frost she makes fun vegan food like sushi burritos and she eats so much too,1,NOT
who else is waiting for freelees respond video 😒,2,NOT
i've been a vegetarian for six years an although i feel healthier but there's still lots of fatty food options for vegans and vegetarians its more a lifestyle then a diet but i would recommend shopping at whole foods and trader joes especially because i know they have a lot of options there for me  good luck ,1,NOT
