comment,label
pauses video reads comments old video got it moving on....,NOT
i've been vegetarian for a year now and pretty soon i'm gonna start a vegan diet and freelee was a big part of my decision as well as kalel cullen and all of those videos make me absolutely sick and i hope pretty soon a lot more people hear the message that the vegan community is putting out,NOT
screw you for making this an ad yeah it's true but minutes and  seconds is entirely too long for an ad!!!,NOT
yas queen i'm so happy your trying vegan i made the change myself and it's been amazing thing you should do/know always look at your nutrition labels for certain products and make sure the ingredients are wholesome/natural eggplant is very good try baking that or roasting it with olive oil nuts seeds berries are great for snaking avocado is very good and instead of dairy milk which isn't nutritional at all by the way i know i was fooled too try using coconut milk or silk vanilla which is soy milk grilling certain fruits such as mango really changes the flavor and grilled watermelon would be perfect look up vegan recipes and hire someone to cook for you if you don't have the time i'm so happy for you trisha and i hope it goes well for you xoxo ),NOT
honestly at one point it was 0.75c then 0.82c now 0.79c make up your damn mind,NOT
i felt this video coming 😂😂,NOT
as a black man i am disgusted. these are men. the father and mother with low morals. teach your kids how to be the correct sex they were born. disgusing shit!!!!!!!!!!!!!!!,ABU
trish saying that she couldn't eat chicken after watching those horrible videos(why? took me back to the time when i couldn't eat fried chicken for a month after watching the movie the loved ones the i got put off again after watch excision shudder),NOT
good luck i hope it goes well c:,NOT
watch fullyrawkristina if you go vegan,NOT
no way omg im so happy !!! yass trisha!!,NOT
if a man can say they are now a woman and vice versa why can't she be whatever she wants to be since everyone is making up shit 🏽‍♀️,NOT
do a video on your gym routine ,NOT
bitchy jewish girl voice there's going to be some bullshit here,ABU
good luck i tried going vegan a while ago i was holding up well but my mom ended up freaking the hell because she didn't know what food to get so i had to stop to save her the stress (,NOT
im triggered bass drop,NOT
right in this moment freelee is the most satisfied person on earth.,NOT
lmfao this is annoying yall are boys.,ABU
i'm so proud of you trish stick to it,NOT
so men get paid an extra  cents to do dangerous work not much compensation.,NOT
when buying coffee ask for soy or coconut milk and no whipped cream,NOT
"there's a little bit of a misstatement at :1  men make 0 more than women"". when you compare the ratio of one value to another the primary/original/base value  that is the one being compared to  always goes on the bottom of the ratio so while men at 00k do make 0 more than women at 50k women at 50k actually make 7.5 less than men at 00k or stated conversely those women make 2.5 of what the men make written out women compared to men is 250/400-1)*10 for men compared to women it's 400/250-1)*100",NOT
liking boy stuff does not make you trans bruh 🏽‍♀️,NOT
watch mommy tang....she has lots of good recipe ideas.,NOT
r u not pansexual and gender fluid then??,NOT
absolutely ridiculous if you wanna look like a girl fine but you are not girls especially at sports this is why the coming generations will have to request birth certificates so they won't be tricked by these people when dating i feel sorry for the parents of the real girls that have to compete against them and just sorry for the parents of these ,ABU
just how fucked are we completely.,NOT
medical science knows males have a physical advantage in sports over females the advantage line in running sports is the natural female hip spread it is a bigger distance between the legs that naturally takes longer to move in an oscillating motion it is why the stroke in the diesel engines doesnt allow for high rpms without breaking apart.,NOT
think she is a disgrace and should feel horrible for making trans ppl look stupid by her comments.,ABU
yo what the fuck,NOT
meet trisha a gay man,NOT
men do work more hours than women,NOT
i'm so proud of you girl don't forget the rice pasta and potatoes and low fat low sodium sauces also you can get starbucks with coconut or soy milk and it tastes the same ,NOT
great video keep it up!,NOT
gtfoh...if that ain't cheating your an idiot,NOT
finally huntyyyyy!!!! okay okay so i'm gonna start off by saying you probably gained weight on a vegetarian diet because of the dairy which is arguably worse then meat! okay so some snacks you could do are potatoes literally potatoes are your best friend my favorite is japanese sweet potatoes because yes another thing is if you want to make something that requires eggs use flax seed eggs as a vegan alternative which you can get a target  as far as milk i prefer sweetened almond milk over soy milk,NOT
yasss my life is complete love you both,NOT
yeah dating as a trans guy is really hard you wouldn't understand,NOT
sorry off-topic what is that lip product you are rocking i love it!!!,NOT
ok first of all don't listen to the bullshit pseudoscience out there raw diets hclf etc.) i highly recommend unnatural vegan she backs up all her claims with science and evidence make sure you're eating plenty of tofu legumes nuts and seeds find what works for you supplement for nutrients that will be hard to get such as iron calcium and b12 go to the doctor after two weeks and have a blood test and a check up and see how you're doing good luck!,NOT
this week on buzzfeed unsolved trisha paytas i am transgender,NOT
what a load of crap more praeger propaganda the data comes from the department of labor.,ABU
my only referral to you is morning star foods the corn dogs are super yummy hamburgers the chicken nuggets and i think they have bbq ribs too doesn't that sound yummy anyways try it out and let us hear what you think!,NOT
how can you be transgender and still fully love your birth sex,NOT
the wage gap is a myth and doesn't account for different jobs hours worked and paid leave,NOT
she already lost bc she ate meet l,NOT
even if you don't stay vegan after the weeks much respect for giving it a go  as for diet advice ideally you would track your calories so you don't under eat too much or over eat usually people under eat on a vegan diet) rice pasta potatoes beans lentils chickpeas vegetables mock meats mock cheeses 'violife etc not sure what's available for you) non dairy milk i like almond milk myself fruit is also great however i disagree that you can eat as many calories as you like take a b1 supplement i take veg1 which has vitamin d and others too good luck!,NOT
it's so interesting that you've never used the fact you are trans as evidence of your claim like so many people who say if you aren't trans/black/female etc you can't talk about blah blah blah. even though that act is so subtle in your videos i think it's a really powerful move anyway you dissected this well and i hope you are right about this whole thing being a fad even if it fades out soon it'll still leave a huge dent in the progress for lgbt acceptance your words are comforting i just hope you are right.,NOT
this is so lit the vegan life is awesome and its so wonderful that you made this decision on your own i love you!,NOT
girl what kinda clownery is this,ABU
"me laying in bed eating like a maniac with no makeup on or hair even brushed with zits on my face well guys. start calling me mike im a man now""",NOT
ur an idiot,NOT
every one is so upset over an asain guy named wa ge,NOT
an easy snack is just to toss garbanzo beans in olive oil salt pepper garlic powder...roast at 5 for 5-3 mins....super savory you can roast a bit longer for a crispy version to get a chip fix too...,NOT
yes you can eat whatever u want but low fat,NOT
i loved this film!!! ⭐⭐⭐ people's eyes are opening more and more everyday the vegan diet is the best diet we are herbivores.,NOT
i don't give a fuck if reality offends you men or bigger stronger and outreach better at physical competition than women it is unfair for a man to compete in a physical competition against a woman this is stupid,ABU
those who claim that the wage gap does depend on more factors then just gender btw i dont believe in the wage gap wil then say that there is still sexism because woman care for children and thus cant work first im sorry to be that guy but biology sort of decided that or god if u like fairytales because woman mentally and physically are better at child caring then men who are better at hard work and hunting for the family to survive and second i believe that just like here in europe families should get paid when a woman cant work so its still fair so when a child is born the man can work and woman gets some money but less and the company the woman works for doesnt have to pay the woman but gets a cut of the money that would go to the woman so the woman wont get fired and thus chaos within the household wont happen and a child can growup with the attention of a mother which it needs,NOT
what criteria do you use to determine who is male and who is female it is hard to tell nowadays with the transgender movement.,NOT
i was shook i thought this was going to be a pandering video but it was actually factual.,NOT
i'm so proud of you!!!!,NOT
let's hereby for bianca,NOT
they can barely beat women lmao they suck,ABU
"""if they don't think like i do then i will make them think like i do every dummy left extremist also said by josef stalin.",NOT
girl if you crave chicken get the boca chicken patties or nuggets you cannot tell the difference i swear they r lying lol,NOT
as a real transgender man this is ridiculous.,NOT
i just watched one of her snap chats and she got chicken and waffles it's ok trish but you said you put it on the internet for a reason,NOT
freelee got her body by being a raw vegan,NOT
lol the comments are just im a vegan hahaa i eat meat ),NOT
so essentially it once again boils down to personal choices.,NOT
an amazing years with all of you at pbn wow and thank you 👏,NOT
ive never heard so much vocal fry in one video,NOT
none of them is a child the father hasn't noticed they're one year away from beige adults,NOT
most people miss the fact that its all fake,NOT
yeah lion tamer,NOT
so it's ok if there's a gender wage gap.if the industry is dominated by one gender unless you're a nurse,NOT
now freelee will stop giving trish so much shit because she's vegan now wow.,NOT
so i have a dilemma im a young trans guy i have not medicly transitioned yet though i plan to but thats beside the point theres this guy i like and he dosent know im a guy but he keeps flirting with me in my th hour class and thats about the only time i see him so i dont know how to tell him im a trans guy like what do i say how do i bring that up in a conversation and if i do what if hes not gay or what if he is and he dosent want to date me cause im not cis like i sreriously need so advice,NOT
wtf this video doesen't agree with me the wage gap is clearly a myth and a huge lie made by idiot feminists is clearly caused by the sexist men and patriarchy!!!!!!!!!!!!!!!!!!!!!!!!!! i'm triggered!!!!!!!!!!!!!!!!!!!!!! disliked and unsubbed!!!!!!!!!!!!!!!!!!!!,NOT
this is fucked up in so many ways fuck all that but it's 01 bull shit shame on their parents for condoning their actions this is a travesty real life juwanna man.. i've got to be tripping balls right now there's no way this is real,ABU
omg i have never been so excited and hopeful for the future of our planet!,NOT
i've loved these documentaries for about years and i'm so pleased that u spread this message and show how important it is i'm part of extinction rebellion green peace and peta so this sort of thing is really important to me keep doing what u r doing,NOT
tell me why your snaps give major blue balls quit teasing girl,ABU
"why do you say female pharmacists make 2 of what male pharmacists make"" that's not true they make 00 of what their male counterparts make.. for the same amount of hours if women work less then they get paid less that's the issue.",NOT
the wage gap is caused by women women dont go for higher jobs so they dont get as much money so a women complaining about a wage gap is hypocritical.,NOT
very unfair get a period!,ABU
0:0 if women only make  cents for every dollar a man makes why don't businesses hire just women explain that women who take advantage of the wage gap myth to earn more than men,NOT
regarding your weight you may notice some fluctuations in your weight because your metabolism will be changing weeks is a relatively short amount of time so i would encourage you to keep being vegan even after your music video to see how it affects your body also regarding food eat as many fruits and veggies as you want and if you are feeling hungry make sure to eat more potatoes and beans nuts are also a very good source of protein if you're worried about being protein deficient the worst thing you can do on a vegan lifestyle is starve yourself so just make sure that you are always full from healthy food good luck!,NOT
y'all bitches just mad because y'all lost shut up 😂,NOT
here are some factors on why men tend to earn more men choose higher paying jobs women tend to focus on jobs caring for others teachers nurses daycare home health workers etc...while men enjoy stem fields which are higher paying men put in more hours at work than women do and therefore are earning more if paid by the hour or earn more in commissions for making more sales because men put in more hours and maybe work nights and weekends they get more experience and are therefore more valuable which justifies pay raises and promotions women often leave the workforce to have kids this means that when/if they return they have to start from scratch while the men who were hired originally with the women have been promoted women aren't as aggressive in negotiating their pay when hired and/or promoted nor are they as aggressive in seeking/demanding promotions women are more likely to stay with a company that turned them down for a raise/promotion they are risk adverse men are less afraid of risk and will look elsewhere if they are passed over for a promotion or are denied a raise companies know this and therefore are more likely to give men that raise/promotion rather than face the higher risk of them leaving since women work less than men companies aren't going to offer women promotions if the promotion would require them to work longer hours women won't accept such promotions as often as men and the companies know that she is likely to turn it down so they offer it to the equally qualified man rather than having the man knowing that he was the nd choice since women tend to seek husbands who earn more than they do women are much more likely to have a higher earning spouse than a man this means that the women will be less likely to accept a promotion requiring more time/travel since she may not need the money as much as the man with a lower earning spouse the woman's husband is also less likely to accept the wife being on the job more hours and he will also be less willing to move if the woman's promotion requires it he may not be able to make the same money if the new town while the spouse of the male employee will be much more likely to find similar paying work these factors discourage women from accepting such promotions and knowing this the company is also less likely to offer it to a woman over an equally qualified man women with higher earning husbands feel less pressure to enter less attractive but higher paying fields they gravitate to jobs that they like men tend to have lower earning spouses and therefore are forced to choose higher paying jobs even if it's much less enjoyable all of the above show why men on an annual basis earn more than women there is nothing that attributes the difference to sexism it's all about personal choices that men and women freely make.,NOT
i think that video was satire actually not a troll video.,NOT
remember it's not a diet it's a lifestyle,NOT
she just explained why the wage gap doesn't exist,NOT
looks like i'm never going to texas /,NOT
"my advice is just to eat alot as much as you could possibly eat the main backlash against veganism is feeling""malnourished when its just them not eating enough",NOT
who else only came for the comments,NOT
so in other words the wage gap is an illusion,NOT
i've been a vegan for about years now and i'm just gonna tell you it takes a lot of fucking patience the first month is gonna be like hell you have no idea what to eat and you're gonna feel like shot sometimes but after that it's pretty damn awesome i've lost like 0kg and i can gain and lose weight pretty easily if i eat the right stuff unfortunately i love fried shit) my tips are that you should start with being a vegetarian and eating less meat if you cut out all meat and shit like that at once you're just gonna binge on it later what me and a lot of my friends did) then you should eat grains and beans so you get stuffed and get used to the calories oh and don't forget the bananas you better eat a lot of them the biggest mistake i probably made was threat i didn't really explore so much i basically ate the same things everyday and got bored so try out new things as often as you can it helped me lose the weight a lot faster too i have no idea why love you!,NOT
the amount of time she moves her hands is the same amount of stupid energy from this video,NOT
so paytas is a td total dumbass),NOT
trisha is a massive internet troll so...that's probably what this is,NOT
i can be butch as fuck but definitely still female lmfao,NOT
several femeinsts are typing,NOT
it is an unfair advantage wtf stop the denial and get on the boys team.,NOT
the fact that gigi said trish wasn't trolling...,NOT
i know i'm gonna sound like a complete idiot to all the people who believe this video but you're just basing everything on a video that has no sources to what they're saying and people say that all the butthurt feminists disliked this let me just clarify i'm a male not trans bi gay or anything like that before i'm gonna hear any excuse on why i'm wrong for being a feminist that wants more than just equality one point that i see is not very believable is that it has to do with career choices i'm pretty sure no matter the career choice a person makes there is always a man at that job that you can compare the money gap in unless we're talking about strippers those are separated) if they just based it on all women then yes of course the money amount would be less but it's not about the career choice it's about the money that a man and woman makes on the same job not on the career choice of both genders some countries the wage gap is almost not even there but i've had this explained by people who aren't females just say i'm making this shit up for all i care i just want to get my statement across.,NOT
she won't stay vegan unless people teach her how to eat delicious as a vegan this one is not surviving on fruit.,NOT
there is an enforced wage gap at my company men start at 5 more than woman no matter what,NOT
i can't figure you out tbh,NOT
“do i believe i'm transgender yes 000% do i identify as my naturally born gender yes 000% 😂 i cant,NOT
the . cents is because men usually work more overtime hours than women.,NOT
what exactly does a plant based diet really mean?75 plants 5 meat?,NOT
this will not work out well for the pc crowd.,NOT
youre such a wonderful person hang in there life is kickin your butt because its time to glow up further remember that you are loved by god you are his breathe and body you are whole no matter who stands with you or against you hang in there angel let your heart heal take your time you are not obligated to live for anyone else you are real and there is nothing wrong with that i hope you have a better day i am praying with you and i hope you feel comfort from this heartbreak  you are human 3,NOT
thank you vox for finally telling the truth that the wage gap and in fact all wage gaps are due to individual choice any wage gap between men and women is no different then between a doctor and dog sitter all individuals choices,NOT
document your journey would love to see day and how you feel and what you eat in a day exercise !!love you ️you can do it girl!!,NOT
i think trisha embodies a 950s housewife unfortunately for her and that's the only problem i see here i believe she's confusing gender identity with normal things every person experiences because of this what she says doesn't show me gender confusion it shows me a woman who grew up insecure overcompensated and became overexposed and never learned the concept of acceptance i have pity for her and i think a lot of other people should too.,NOT
if i had a penny for every time the wage gap was mentioned the wage gap would be real.,NOT
but you can't really force someone to eat something.,NOT
lack of education and ignorance led to her making that video also attention seeking trolling and just general fuckery.,NOT
no one literally no one trisha i'm a transgender gay man me no sweets your just mentally unstable-,ABU
watch mommy tang or look up on youtube what i eat in a day vegan,NOT
don't forget carbs from rice beans get your greens love you so much!!,NOT
i think i understand what she means i'm the same way i grew up with boys in a way i was more masculine than the girls in my class i always wanted to be a boy but then i started playing with appearance in my teens but at the same time i'm attracted to men idk i'm weird.,NOT
i had the biggest smile at the first line d,NOT
this video is just every confusing i think your just having alot of stuff going on and not trans not all girl like center of attention not all gay guys like glam and you saying you just relate to guys coz zits and you like gay guys some females are attracted to gay guys and girls obviously have zits to and saying you have penis envy i myself do some girls think its gonna be easier coz no piriods and more i mean you can do you but you make me and some others confused i identify as a they/them and you dont have to transition no defence in anyway but i find this video very un unbelievable ,NOT
this was made weeks ago when she had pink nails...,NOT
if a woman does the same job as a man and works for the same amount of huors the woman vill earn less then the man most of the time do you really think that obama talked alot about the wage gap just by divading men and womans average sallery.,NOT
they are not women they are transgender!,ABU
why is this sensitive these two need to compete against the boys if they carry the y chromosome,ABU
beautiful love this thank you so so much for sharing this it's public and it's accessible to anyone which is awesome the content is also not difficult to understand which is another a excellent excellent job pbn -),NOT
this is so perfect,NOT
after seeing those chicks and cows being thrown around that farm i'm considering going vegan,NOT
when will they ever learn you have a dick yes a penis so go compete with other dicks.🤦‍♂️,ABU
“gay man isn't a third gender,NOT
here after the did video my first reaction after watching both videos and after not watching any of her videos in yeaaaarrrs is what the actual fuck...but honestly this makes me so sad there is obviously something really wrong with her she has absolutely no idea who she is or where she belongs and this in it self is a problem most likely started when she was a child as much as we all want to hate on her the poor girl is literally losing her mind in front of millions and making millions in the process it's a vicious and unfulfilling circle and i hope the people who actually care for her will keep an eye on her.,NOT
nearly  years vegetarian and years plant based no going back sadly though fukushima nuclear cover-up is killing the planet...nothing in the news about mass starvation of all life in the pacific ocean because of radioactive poisoning...,NOT
whoah super meat and trisha paytas goes vegan???? 01 is a great year!,NOT
show this to every feminist on earth,NOT
ummm excuse me but what business school are you talking about where people have an average salary over 00k just after graduation?,NOT
you will close the wage gap between genders to  if you are as productive as men.,NOT
you can be an ally without being trans trisha i get it its hard to know what is the right way to be supportive but that's why we watch channels like blaire's blaire thank you for educating us and clearing up things that are difficult to understand i kinda get how trisha got confused though personally i did go through a phase where i wondered if i might be trans when i was a young teen but eventually i realized that i just don't like dressing in girly clothes or wearing make up that doesn't make me a trans man it just means i like being comfortable ),NOT
whatever happened to the terms tomboy and tomgirl ,NOT
eat as much as you want girl vegetarian or vegan!! as long as you eat on a high carb vegan or vegetarian diet you wont gain weight it'll take time to lose it yes but you won't gain.,NOT
inequality for rich people so sad doesn't it just break your heart?,NOT
t i think that this is a very real thing i think you should just take a breath and think ya know.,NOT
ok guys in traditional households earn more because they work more than women if women wanted to be a sole provider and the man to be the child caretaker that could work but since this is traditional that's how we get the average,NOT
soooo unfair they're boys not girls.,ABU
how about paying more for caring-type jobs but no that's socialism understanding people and appreciating a broader skillset that doesn't directly produce goods.,NOT
cant let my wife see this video ),NOT
i agree they shouldn't be on a woman's team but the nasty shit i'm seeing in the comments are utterly fucking pathetic.,NOT
i'm so proud that your actually trying this lifestyle in the end you will love it.,NOT
the population of the world is becoming more psychotic by day! these two guys like to dress up and mimic mardi gras drag queens.. their speech is an act their mannerisms are an act their hormone replacement therapy is an externally introduced artificial enhancement.. the word transgender is a nonsense in regard to boys feeling they identify as being girls! cate blanchett recently acted the part and identified herself as being bob dillon however at the end of the day when she's no longer acting she's still herself.. cate blanchett!!!,ABU
do i hear the shoeonhead loop!!!!??????,NOT
ive only been on this channel for  minutes and this bitch is my spirit animal freelee),NOT
god bless you,NOT
men try to earn a higher salary as a way to get a wife this is obviously truer between the age of  and 5-40 when men are more likely to be looking for a wife then there's the fact that men are more likely to be relied on as a breadwinner not sure that is a social privilege to be honest so they work longer hours with less flexible and favourable conditions and negotiate more aggressively for salary women don't generally prioritise work in the same way so they n average earn less very simple there is no need to forcibly engineer society the way feminists want to see it there is no wage gap the proposed solutions for it are almost invariably profoundly sexist and illiberal also focusing on making hours flexible rather than on the quality of the end product/service sounds like a recipe for a failed company.,NOT
how come it always changes from 0c to the 1 9c to the 1.. etc wtf,NOT
eh whatever this is just the flip flop cycle of humans generations later go back to meat predicting right here,NOT
it's not just about food..,NOT
trisha looks like she was beaten with a beehive.,ABU
they want to compete with girl with no male gentiles then they can cut theirs off cut off the extra testosterone so to speak if you have a dick and balls then you are a male the one shows sign of getting a mustache pathetic that these twisted individuals force their sickness on others.,ABU
go girl just make sure you eat enough dont stuff yourself obviously just eat til youre full and if you want a snack have a snack i think alot of people fail because they dont eat enough and dont change up what theyre eating so it gets boring which it isnt and shouldn't be im so proud of you and i wish you all the best ,NOT
en español por favoooor,NOT
frozen fruit smoothies with pb2!,NOT
nothing doing... just fucking disgusting.... these trans people think they deserve everything because they are trans.. fuck off...,ABU
unpopular opinion i've been vegan for a measly years my problem with the community is the campaign that veganism is cheap demand and supply has risen yet the cost goes up with it i'm sorry to say but i don't believe the whole population is going to go vegan as long as a big mac is about a dollar while an apple is 2/lb can we start urging the vegan companies we support to start becoming more financially accessible?,NOT
there's a wage gap in the porn industry,NOT
i feel like she doesn't really know what being trans is thought the video she took different stereotypes about women and when she didn't conform to them said i must be a man just bc you try to be assertive and don't like wearing makeup all the time doesn't mean ur trans.,NOT
the thing i miss the most about the gender wage gap is when it existed for real,NOT
this is not right period cant throw biology out the window men compete with men and women compete with women dear transgenders see a therapist.,ABU
harsh comments??? lol they are dudes genetics are genetics and they are men running against little girls so unfair.,ABU
great video but i can't believe it had to be made in the first place just show your payslip to the fems and show your 25/hour is the same as their 25/hour,NOT
amazing guys vegan since 01 thanks to the game changers go vegan 🌱,NOT
go home trisha you're drunk inb she gets pregnant and demands male pronouns.,NOT
i was trying to translate the video in italian language but it says that it is not allowed?,NOT
i miss the rick moranis sign off lol,NOT
first one i watched and loved it my daughter and niece highly recommended your channel i subscribed within the first few minutes watching! have a great day ,NOT
idk i have a friend that works at taco bell and she gets paid almost a dollar less an hour than the worst guy there and she does the best work.,NOT
maybe try a pixie cut with your real hair if you felt confident with that short wig.,NOT
oh no trish,NOT
you know its a myth when its a woman tackling the topic,NOT
fuckers! this are men they should never run with the real girls!!,ABU
just waaaaaiting to see if this is clickbait lol..,NOT
under self-id rules though isn't trisha correct trisha says trisha is trans therefore trisha is trans i thought that was part of the freedom granted via self-id saying it is all that's needed incidentally yes i think she's trolling but she's following the exact same principles many many others do including the fragrant jessica and all of them are trans because they say they are.,NOT
this is going to piss off some people.,NOT
yay go vegan everybody its the best thing you can do for the planet animals and yourself 3,NOT
if u like coffee silk creamer is great,NOT
this was great vox you really were unbaised on this sensitive issue!,NOT
watermelon is actually not good for you.. it shouldn't be an active part of your diet it's better to use it to replace candy when you want a treat it's a lot better for you then chips and candy just not good for meals.,NOT
this is crazyness on a new level i wouldn't want to be in the same change room or bathroom as these guys this make women and girls vulnerable cause anatomically these people are not females.,ABU
well also that women are more expensive to keep at a workplace than men,NOT
want to know if they have an advantage see where they place against boys,NOT
her voice is so soft and sweet ️,NOT
poor trish shes gonna get so much hate when she posts a video of herself eating meat.,NOT
"it really doesn't matter in the grand scheme of things just be you you don't need to convince anyone or explain yourself just be you and be with the people that bring out your true self instead of everyone being offended put yourself in someone else's shoes and try feeling what it is they are saying love do not judge""",NOT
many liberals understand the truth they are the ones selling the lie they know that adjusting or politically equalizing the money is a lot easier than equalizing the choices or the work it just moves the money away from those making the less attractive choices over to those who take the easier path want to know how long that works out go visit greece.,NOT
you need to react to her newest video and hopefully give her some tips for if she wants to go vegan again,NOT
omg!! so happy you made her vegan and that she is vegan now ☀️❤️,NOT
how the hell is shane handling this???😂,NOT
there is no such thing as a gender wage gap there is a gender earnings gap big difference why is the onus always put on employers rather than the differing lifestyle and career choices women make to falsely portray women as victims to imply men get preferential treatment by employers come pay day.... thats all bullshit women can earn the same as men if they work as hard and as much simple really.,NOT
it always makes me laugh how many youtube commenters think they came up with some factors that a group of people who run scientific studies for a living did not think of.,NOT
i'm a cis woman i love being comfortable and i love wearing men's clothing and i love woman's clothing and i've been attracted to everyone under the sun but i'm not transgender.. she's so irritating like you can like whatever and she's just so delusional and she needs help she's looking for attention again.,NOT
nobody fucking cares bitch,ABU
oh gosh vegan mukbang now?lol,NOT
what happens when you clear a field or forest to plant more food?,NOT
go girl stay vegan for life though,NOT
back at it again on the kitchen floor can she afford chairs we shall never know.,NOT
im not a subscriber but i would suggest you go vegetarian first and then slowly go vegan because honestly you wouldnt go vegan very easily especially from your past,NOT
i almost threw up in my mouth watching this bullshit those are young men that need an exorcism done and sit the fuck down somewhere.,ABU
god's design and ending is veganism read your bible so in the beginning garden of eden is the truth the middle is shit and sin and the end is promise of a world without sensless killing and where our true dominion over animals is one of love and play instead of bloodshed wake up to the truth best quote according to 9th century german philosopher arthur schopenhauer all truth passes through three stages first it is ridiculed second it is violently opposed third it is accepted as self-evident.,NOT
can you guys make one based on race please and help me understand why the economic situation is so bad for many black communities,NOT
this video was filmed weeks ago your nail polish is different and you had that pink weeks ago and last night you had chicken... how long did you actually last and why did you put this video up now?,NOT
los políticos como pedro sánchez quedan como auténticos subnormales cuando hablan de la brecha salarial.,NOT
"this is not an attack but if you want to be thanked for helping someone out then you have abit of an ego,its polite to thank someone i know but its not a must people help because they care and do it out of love not so they can get credit i know everyone is difirent am just saying.",NOT
they do have an unfair advantage you're a dumbass if you don't think they don't have an advantage.,ABU
if you're going vegan then so am i ,NOT
you are gorgeous!,NOT
yes animal argiculture will shorten our instiction as well as transport industry ect with all respect to climate activists it's truly hopeless.,NOT
i like straight men so i must be trans because i'm a gay man poor trisha all the additives are going to her poor brain.,ABU
fuck freelee dont listen trish dont fucking do that,ABU
could you please start placing some of the major sources/studies in the description transcript for more convenient access?,NOT
using sweetie in a sentence is pretty womanly.,NOT
as a loan officer at bofa so during the course of a day i would ask several people how much money the husband and the wife makes i found in the vast majority of families it is actually the woman with the stable job who makes more money but when they average in the the high wage earner males into it it appears that men make more so for example out of couples would have the wife who makes more money they fourth the husband may make more than all of other men and women put together i am guessing that are looking the the numbers in the fourth family the wife is likely to not work at all so they would count her income as zero because her husband makes more money then all of the other people combined they would then say men make more money on the other hand i find liberals lie about statistics and really bend the rules to come up with the result they want to come up with.,NOT
bet justin trudeau got something to say about this,NOT
she is a brainless retard someone literally sucked the oxygen out of her brain when she was an infant!,ABU
there is no wage gap.. men do harder more dangerous and physical jobs therefore men get paid more you ppl can't be this stupid.....,NOT
wait trisha is transgender?!,NOT
trans people should have their own gender category problem solved.,ABU
why does this video have 00 dislikes i thought this video was a good one and educational,NOT
why would i care your going vegan,NOT
trader joes also has meatless prepared stuff you pop in the oven good luck!!!,NOT
everyone that says oh if women are cheaper then why won't i hire a full women staff? yall are the dumbest kids online if you watched the video you would learn that due to hours needed by a women in her 0-30s it would be seen as unprofitable for you to hire all female staff that's how american business calculates it between the potential maternity paid leave and hours a female employee might try to take of american business don't want female employees typically did you not pay attention to the whole video and i say american business because apparently we are the only country in the world that doesn't have by law paid maternity leave.,NOT
who the hell makes 00k?,NOT
i am outraged! according to the numbers women garbage truck drivers make zero dollars!! wtf!?!? oh wait that's cuz there are zero women garbage truck drivers sorry my bad.,NOT
i've been waiting for this video lmao yas,NOT
i hate that i doubt this . i hope it's real,NOT
be sure to eat lots of rice and potatoes will fill you up there are recipes all over the internet!!!!,NOT
girl's athletics will soon be completely destroyed because of this nonsense if you have xy chromosomes everywhere except for half of your sperm you are a male if you have xx chromosomes you are a female period that's science i don't care what hormones you take or what you take to supress other hormones i don't care if you mutilate your body to change your outward appearance i feel tremendous empathy for your confused feelings but your feelings don't change the fact that you are physiologically male males should compete against other males females should compete against other females to do otherwise flies in the face of science and gives a tremendously unfair advantage to boys pretending to be girls maybe it's time to add two more categories to student athletics boys who think they are girls and girls who think they are boys then the playing fields are level and no one has an unfair advantage.,NOT
i'm an even prouder fishy! yay! make sure to also keep dancing and working out to help you on your journey.,NOT
two thumbs up for telling the truth on youtube not an easy thing to do nowadays ),NOT
totally unfair this shoyld not even be a discussion,ABU
never before have i been so happy to see an ad d,NOT
freelala secret fetish is meat,NOT
she's definitely trolling lmao,NOT
gender identity should be changed to biological identity,NOT
love this thank you❤🌱,NOT
3.4k triggered feminists disliked.,NOT
officially convinced shes loosing it,NOT
so basically one of the main reasons for the pay gap is because women take care of the kids what a twist there are also other factors that greatly inflate the most commonly sighted statistic i also noticed that the graph showing wage gap distribution between different types of occupations ranges from . and 0.5 while this video is pretty biased it's at least well researched and has some useful information so long as you take it with a grain of salt just be aware that they only covered a small part of the problem and said problem tends to be greatly exaggerated and now i realize that this video came out years ago and i'm probably gonna be blasted from both sides of the argument if this comment section is still active.,NOT
"so this video says that the wage gap doesn't come down to gender but what a woman can achieve versus what a man can achieve a woman has to take care of children and has more duties outside of her job so she cannot be as reliable on her job as a man thus she cannot be as good as her job as a man and that is for every job that requires flexible hours like business careers thus she gets paid as much as a man given her achievements this is very interesting that being said why is the conclusion we need jobs to be more flexible for women and not we need to balance housework between men and women"" how is it normal for a woman to have more duties outside of her work than a man don't both parents have as much responsibility towards their own children towards their own house?",NOT
i'm girly but don't wear makeup most days but i think she's confused and has body issues,NOT
as a gay trans guy i can 000 say this is a shitshow and i pray to god it's a joke.,NOT
really this is where humanity goes probably good time to die out if i say i am  year old boy will i compete with them if i say i am not that fat will i fight in lighter category how much do common sense need to step back for those creatures they feel like women whatever.. they can act like them they can have female names but they won't be females gender is not something you pick it's biological fact!,ABU
vegan for years never going to stop.,NOT
the sad thing is that the only people watching this video are the ones who already believed it,NOT
they are girls. let thm compete,NOT
just wait for the height equality movement.,NOT
its just amazing to see how happy freelee were,NOT
hahn this makes me feel so happy i wanna eat a  pc chicken nugget,NOT
no wage gap.,NOT
