tweet,label,sw_count,len_tweet,asterisk
 don’t worry hun i will be sharing this everyone needs to see this talent! ️‍🌈💞,NOTABU,0,79,0
  i’m an antifa angel who has come to set the dregs and deplorables free free from caring what losers think about you url,NOTABU,0,121,0
 did you hear that had a game taken away from her because she called an official a theif after he took a point and he only took a game away from her because she is a woman and he'd never have done that to a man would love to hear your thoughts on this,NOTABU,1,251,0
 omg yessss!,NOTABU,0,12,0
 i wish they’d keep in up through the elections especially antifa.,NOTABU,0,66,0
 and what does this have to do with a lying attorney and a  year old claim i know it's hard for you liberals to look at two things at once,IMP,1,138,0
 he needs to either pick politics or singing ..... either way he stinks at both!,EXP,0,80,0
a videographer who reported on the violence of antifa was found dead due to a tragic car accident police now believe his death was no accident at all welcome to the tolerant left url,IMP,0,182,0
 i know what that storm is gonna do...but those photos are just the shit bro.,EXP,1,77,0
 but she is hecking cute fluffer,NOTABU,0,32,0
 looks like antifa thugs.,EXP,0,25,0
 he needs more gun control! ,NOTABU,0,28,0
 so why are we focused on getting illegal immigrants out of the country more than we are worried about fixing the loopholes in gun control?,NOTABU,0,139,0
     look at the pot calling the kettle black liberals have been pulling all sorts of stunts trying to get rid of your/my/our president ever since hillary hilariously lost the election.,NOTABU,0,185,0
 he will lose his entire career? you people are despicable i know you do not believe in god but hell will be filled with liberals like you and dianne,EXP,1,149,0
 i have never skyped with wa before if you are interested in skyping with ct message me!,NOTABU,0,88,0
 the one thing mr morrison has achieved is to demonstrate how unsuitable he is to the role.,NOTABU,0,91,0
tories labour ge201 conservatives conservatives url knew jeremy_hunt had such language skills 🇬🇧🇯 you'll want your sound on url,NOTABU,1,127,0
workjams because she is everything buyit url,NOTABU,0,44,0
 he is treason he went to iran for what to beg iran to give them(the treasons more time to get the power back so they can keep giving tax payers  to iran the terrorists leader.,EXP,0,176,0
 hopefully this kind of outrageous behavior will motivate senator collins to vote for the appointment of judge kavanaugh disgraceful libtards.,NOTABU,2,142,0
 yeah niggas who dey wear durag nor dey joke hard as fuck,NOTABU,1,57,0
 stop this bs a woman murdered him in his own home this is so incredibly irresponsible and i am outraged that you are blaming the victim who is a black man what does him having weed have anything to do with his murder in his own home?,EXP,1,234,0
 antifa yeah it's a fringe organization just like those wastes of humanity i grew up around most of em ended up meth heads and junkees some are republican alt-right activists i guess we're all a product of our environment.,EXP,1,222,0
 can i take you to lunch when you are in germany? beauty,NOTABU,0,56,0
 wow why are liberals heads exploding over the truth finally coming out best news ever americans finally get to find out the truth the and under was the most corrupt ever maga,EXP,0,175,0
 the reason you don't get my point is you don't understand what the priesthood or holy orders is as a sacrament i can only do so much re educating people about the catholic faith try the catechism of the council of trent.,NOTABU,0,221,0
 can publishers do that?,NOTABU,0,24,0
 brian so sorry for your loss but she is probably with grandpa looking down on all of you with a huge smile so sorry but god wanted her to,NOTABU,0,138,0
 and i’ll argue all fucking day long because im right!!!!,NOTABU,1,57,0
 great connection!!!,NOTABU,0,20,0
 he is here every one on council is here.,NOTABU,0,41,0
 you are one of the best teachers i know my friend!,NOTABU,0,51,0
" attention is publicizing an antifa target list of trump supporters some names are high profile and many are random trump supporters please report him to twitter they have not suspended his account chick the list for your name under lists"".""",NOTABU,0,241,0
 yeah because godless liberals hate truth an facts,NOTABU,1,50,0
 fascists of the future will call themselves anti fascist antifa comes to mind.,IMP,1,79,0
 take the gun violence in the cities that already have strict gun control and it's extremely low gun crime has decreased at the same time gun ownership has increased.,NOTABU,0,166,0
 thank god for the ppc party eh true conservatives who believe in getting out of the paris accord and dropping supply and demand on dairy,NOTABU,0,137,0
 thank you sm!,NOTABU,0,14,0
 music?,NOTABU,0,7,0
 how many liberals will believe hillary's explanation she was the one who worked with russia on uranium one plus other questionable activities that should be investigated.,NOTABU,0,171,0
 and zero accomplishments,NOTABU,0,25,0
 as catholics run from parrishes,NOTABU,0,32,0
 she is the absolute worst elizabethholmes theranos 0minutes so happy cms shut this fraud down!,NOTABU,0,95,0
 just please dont let cruz get away with the he is a tax and spend liberal racist dog whistle crap fire back with facts and call him out on bs,EXP,1,142,0
 we dont need gun control we need white male control....,NOTABU,0,56,0
 haha great ending modern antifa is the most embarrassing movement since nu metal in the late 0s these kids will look back the same way ex limp biscuit fans do and say what the fuck was i thinking!?!,NOTABU,1,199,0
 tired,NOTABU,0,6,0
 boycott,NOTABU,0,8,0
 which is funny because thats exactly what the problematic members of antifa an officially recognized terrorist group want.,NOTABU,0,123,0
 no longer believe a single word that the despicable woman utters a liability to our nation and ,NOTABU,1,96,0
 and donald trump will never be president,NOTABU,0,41,0
 she is now in zim from midrand let's wait and see,NOTABU,0,50,0
 you are not pretty ,NOTABU,0,20,0
"...those who stayed put over the past  months-according the federal reserve bank of atlanta. maga""",NOTABU,0,98,0
 that was in the mid-80s for god’s sake i suppose next you’ll be blaming gordon brown’s gross errors on churchill’s taking us back onto the gold standadd.,NOTABU,0,154,0
 you are most definitely not a man of god.,NOTABU,0,42,0
 he really needs to go talks out of both sides of his mouth kiss ass ,EXP,1,69,0
 they both stink but i prefer andriese one good thing is he is not stretched out so he will only go innings or so somehow torey will still leave him in to long though.,NOTABU,1,167,0
 bite,NOTABU,0,5,0
 i think she is my favorite god i need to get back to that game but dragon quest  has me right now ,NOTABU,1,99,0
"2/ more from mark judge,kavanaugh's bro:liberals are trying to take our fun away.. brent musburger can’t call a hot girl hot.. obama wants to outlaw guns because it’s all about the children.the children,the children...no one can belch because of the f*cking children url",NOTABU,0,270,1
 also trump is a fascist literally the central govt thing for anyone always seems to depend upon who's running it magas are fine with fascist trump and liberals were fine with obama my ideas about good government are a bit different of course i did admit to being a quaker.,EXP,2,273,0
 hillary was counting chickens before they were hatched remember?,NOTABU,1,65,0
leftism please conform to the groupthink of your designated interest or ethnic group independent thought helps conservatives.,NOTABU,0,125,0
 he is a big nerd it seems..,NOTABU,1,28,0
 :0000 where on fb???,NOTABU,0,21,0
 don’t let the msm keep calling it a second referendum as there will be a remain in eu option it is really a people’s vote one problem with options could be just over / is bigger than just under /3 perhaps stages would be better.,NOTABU,0,229,0
 no no it’s not well maybe in deep blue lib controlled ca with some of the strictest gun control laws in the nation which doesn’t apply the law to illegals.,NOTABU,0,156,0
 doesn’t myth mean something that isn’t true .. hmmmm  hollyweird liberals should stick to make believe world. dummies url,EXP,0,122,0
 maga their podcastful is about blockchainful but it'sful about what it meansful to bewise working mothersful who are trying to makewise...,EXP,0,139,0
 yep he is...somebody is going down. may finally be exposed.,NOTABU,0,60,0
 for his last  with  k's and he is catcher that can't catch!,NOTABU,0,60,0
mccabe and mr mueller unindicted co-conspirators in anti-trump coup american thinker url maga pjnet trumptrain lockherup comey comygate comeyshouldbeindicted url tw115,NOTABU,0,167,0
 you are an embarrassing citizen!!,EXP,0,34,0
 blatantly lie much,NOTABU,0,19,0
 it's all you need to complete your antifa look.,NOTABU,0,48,0
 seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but i'll take your word for it,IMP,0,125,0
 dad's army,NOTABU,0,11,0
 be very careful because you are in danger of pushing maps back into the closet.,NOTABU,0,80,0
 i could care less about his viewpoints as he is not a hero of mine and i prefer a more scholar-like man in conservatism such as x.not everyone has to take his stance as heroic and may look to other leaders to define what a hero is you don’t get to think for other people,NOTABU,0,271,0
 maga patriot qanon walkaway wwg1wga godsarmy thegreatawakening jesuslives  catchtheredwave votered please sign to remove conservatorship that obama put on fannie mae amp freddie url,NOTABU,0,182,0
 update feinstein's anonymous bs letter has failed too she is not spartacus either url,NOTABU,0,86,0
 she is perfect in every way!!!,NOTABU,0,31,0
 yooooo i didn't know you had a son that's awesome look how focused he is ,NOTABU,1,74,0
 ok you hear about the superman thing all the time and you are certainly busy but this could be an excellent opportunity to step in in the movies for him as cavill is steping down! url,NOTABU,0,184,0
...congratulations you are truly the greatest speedster the world has ever known.,NOTABU,0,81,0
 wow ! no wonder the liberals only got worse as a party of bullies to women...?? no accountability.,IMP,0,99,0
 and not all idiots grandstands like he did,EXP,0,43,0
 dangerous to ask for supporting facts surrounding an allegation of a crime liberals want conservatives to be guilty until proven innocent so transparent.,NOTABU,0,154,0
 bring on the hypocrite gungrabber maga,EXP,1,39,0
 bitch call me.,NOTABU,1,15,0
 the only thing i didn’t agree with was the match point he was following the rules i think this was more about her sex honestly all she did was call him a thief and he penalized her shit was wack,NOTABU,3,195,0
 i second this they’re fucking nuts,EXP,2,35,0
 eric holder a major embarrassment to law enforcement you did nothing about those innocent black males killed in those streets one sorry black brother.,EXP,0,151,0
 it was litterally the best i could ever ask for you are so sweet and funny and cute and gorgeous and omygod my heart is full,NOTABU,0,125,0
 because the average american has 50 lying around to buy a new glock more likely mr antifa will be using his unemployment check to purchase some dental work or a casket.,NOTABU,1,169,0
 i like to see them try antifa is listed as domestic terrorism they should be glad they don't live in the czech republic.,NOTABU,0,121,0
 there she is nibbling in her lower lip and looking upwards at him  don’t leave me stevie.  honestly she didn’t know what to do without him.,NOTABU,0,140,0
 count me out if that’s the way she behaves to represent women,NOTABU,0,62,0
 easy big fella! you would do the baseball if it was the bravos!! lol,NOTABU,0,69,0
 wait why did they need a warrant is he currently under investigation pretty sure he is currently not alive.,NOTABU,0,108,0
 liberals don’t realize that thousands of unaccompanied minors were thrown across the border.... who is supposed to take care of them angelina jolie?,IMP,1,149,0
a country in which we are happy to hunt constitutional presidents in the desert because the chancellor is referring to her truth about antifa videos merkelkratie maassen merkel seehofer url,NOTABU,0,189,0
 you are turd ,EXP,0,14,0
 even teens that commit proven crimes have their records expunged when they turn 8 someone please tell me why this is a thing all i see is one old california hag outing another old california hag against her expressed will wonder how much she is being paid 🤔,NOTABU,0,258,0
" fascists amp;nazis don't abide by patriotic views shared in their presence glad the brownshirt arm antifa of the left wasn't there to inflict the usual violence vs citizens who dare to speak do you hear that dems who enjoy wings/beer/country music you're less-than. walkaway""",EXP,1,276,0
 😂 you are the wife url,NOTABU,0,23,0
 bitch i fucking felt that shit🤧💀,NOTABU,2,33,0
 i told you to stop eating my booty that day but nooooo,NOTABU,0,55,0
 he should be given 00 volts!,EXP,0,29,0
" this is antifa!!! lt;kicks man into pit&gt;""",NOTABU,0,45,0
    it really pisses them off ,NOTABU,0,30,0
 breaking th circuit order to delete above tweet as it makes trump look like he knows what he is doing,NOTABU,0,102,0
 i know you are not being facetious you are incapable of understanding contradictions.,EXP,0,86,0
 peach is naturally human toadette just created a drug to become human that and nintendo wanted peach playable and needed an excuse since in nsmbu she is kidnapped.,NOTABU,0,164,0
80 of women use silence to express pain you know she is truly hurt when she chooses to ignore you,NOTABU,0,97,0
 why cant isis blow up these two assholes??,IMP,0,43,0
 what exactly do you mean by common sense gun control you first need to understand firearms how they function what their role is in our constitutional republic and that banning them from law abiding citizens does nothing to protect law abiding citizens.,NOTABU,0,253,0
 free milk is a health issue not an education one it’s nothing to do with the education budget.,NOTABU,0,95,0
     do you know what antifa stands for?,NOTABU,0,40,0
 holder is worse than john gotti or al capone why because neither of them held themselves out as honest law abiding citizens the only attorney general in our nations history that was censored by our congress.,NOTABU,0,208,0
 she is sooooo pretty!!!!!,NOTABU,0,26,0
 amp this statement by jewish antifa berlin is so on point lt; url,NOTABU,0,66,0
 john kerry is a loser and a traitor to our country he doesnt understand that we voted his party out bec we hated the iran deal he is now working for iran against our gov at worst he is acting as an agent for a foreign government amp if he isn’t registered should be investigated,EXP,2,279,0
 donald trump said mr cruz is a lying dog you can't trust him or his wife said his father was involved with shooting president the president in texas in dallas america can't trust him he is a lier then how can he stand up for him down there in texas campaing,EXP,1,258,0
 you will be sadly disappointed as they conservatives are also marxists...they now control a police state.........only ukip will set the country free,NOTABU,0,149,0
 how dare you for questioning my service in a little thing called the vietnam war france surrendered vietnam to snowflake supremo ho chi minh liberals jfk and lbj went in but refused to fight to win we should go back to vietnam to finish the fight restore the draft?,NOTABU,2,266,0
 amazing how liberals will believe any lie that supports their agenda this ford lady is an out right loony tunes liar kavanaugh’s mother ruled against her parents in court years ago ford has scrubbed most of her social media accounts to hide her true leftist activism liar,NOTABU,2,272,0
    grandmom anon here...😂 url,NOTABU,0,30,0
 he is satan,EXP,0,12,0
 he is a psychic ain’t he,NOTABU,0,25,0
 you people calling everyone nazis under the sun becomes tiring and stupid frankly you people called zena bash a nazi and it turns out she is half mexican and polish descent and her family barely escaped death from the nazis so keep it up desensitize that word.,NOTABU,3,261,0
 and sadly anna decent fair minded one nation conservatives like you seem to be an endangered species in your party how can tory grass roots support a man with boris johnson’s record on morality and standards or a caricature like mogg?,NOTABU,1,235,0
maryland remember to vote rednovember th we need to put conservatives in house and senate to kag and end gov't corruption in washington we want to keep economy booming and keep our jobs url,NOTABU,0,189,0
 if it could that shit would be talking to you like butch noo you already know he a fuck boii bye,NOTABU,2,97,0
 almost forgot you was a nigga in ya past life lmao,NOTABU,0,51,0
 you are a liberal who doesn't even live in fl.,IMP,0,47,0
 yes he is.,NOTABU,0,11,0
 so proud of the harper govt for all the good they are doing for cda today good amp bad it’s nice to see the liberals give the conservatives mention.,NOTABU,0,149,0
" paris terror attacks brought to you by eric holder on behalf of the obama administration oh but gun control"" url",NOTABU,0,113,0
 i’ll toast to me hillary url,NOTABU,0,29,0
 lmao fuck u bae,NOTABU,1,16,0
" it used to mean the permanent powers that be"" the oligarchy powers now for conservatives it's become like antifa"" it's an amorphous faceless everchanging cast of characters used to throw shade at anyone who opposes trump jerome corsi sold this lie best recently.""",NOTABU,0,264,0
 can someone please explain to these liberals that it takes more than clapping and kneeling to actually make a real difference,NOTABU,0,126,0
 i completely believe she will be in gtmo she is a traitor.,EXP,0,59,0
3 this is why our politicians must act on strict gun control and robust support for mental health care any solution based on fear or greed is simply a fallacy thanks for taking these matters seriously.,NOTABU,2,201,0
maga sing like no one is listening love like you've never been hurt vote gop when no one is watching and don't listen to liberals dirt,NOTABU,0,134,0
 the petty semantics regarding antifa you are better then that.,NOTABU,1,63,0
 her life is crappy because she is crappy and she’s threatening to kill everyone another nut job...listen up fbi!,EXP,1,113,0
 because he was and is he is the one who responded so quickly to what we know now was a false flag attack caused by the deep state president trump couldn't have picked a better lawyer they have everything qanon neverforget maga,NOTABU,0,227,0
 we met ian sinclair there he does brook ? from one piece i wish i would’ve known more of the characters the voice actors we met did,NOTABU,0,132,0
 just block the idiot he's not even worth this post.,EXP,1,52,0
1 trump never received any contributions from over seas  obama received over a million but you said nothing fact you should delete your twitter propaganda then get help for trump derangement syndrome you are the swamp hardball tucker url,NOTABU,0,237,0
 that so many thoughtful conservatives who rushed to kavanaugh’s defense didn’t consider their own statements re black teenagers tells you everything about how thoughtful they truly are.,NOTABU,0,186,0
wednesdaywisdom obama appointed liberal judges tired of looking stupid smacks california law down on gun control a url,NOTABU,1,118,0
 oh i do dream big i always do maga and name calling is pretty lame tcot p url,NOTABU,1,78,0
 as they should be,NOTABU,0,18,0
 nope it's clear and you are lying also every accusation against known child molester roymoore was true conservatives love r)apists.,EXP,2,132,0
 nah antifa are good to get killed,EXP,0,34,0
 congratulaions  who were terrific  dont let some fucked up umpire ruin things for you  he'd be happy he did.,IMP,2,109,0
 god he is so easy to play it's embarrassing,NOTABU,0,44,0
 please call the vote we conservatives also vote in november.,NOTABU,0,61,0
all this talk about trump's dick allegedly looking like toad from mariokart this is the only thing that has been accomplished only now the libs are picturing a  year old man naked maga url,NOTABU,0,188,0
 do you have any idea how old he is?,NOTABU,0,36,0
 wonder if this will be left biased. never trust a state broadcaster or brainwash kids from the liberals,NOTABU,1,104,0
 the dems have done this since they were the kkk except back then they accused black men of raping white women then lynched them same play from the old playbook everyone of these liberals crying outrage are fake if they aren't pressuring ellison to resign.,EXP,1,256,0
 lol why do i have to assist so often swearer's and lott's international comparisons and lancet's 0 drop are equally garbage url,NOTABU,0,128,0
 i am happy to say i reported each video  times i'm so glad they were taken down you are an amazing youtuber and to have your content stolen is such a large insult to you as a content creator its mind blowing it was an honor to help such an amazing person!,NOTABU,1,256,0
 2/the democratic party won’t do anything to him because he’s muslim brotherhood amp they don’t care about monahan the muslim brotherhood needs to be declared a terrorist organization—all of it ellison also supports antifa these people are so foul it’s scary!,EXP,0,259,0
 one added me to a liberals i’d like to slaughter last month that was fun,NOTABU,0,73,0
  following all maga patriots please follow back lionsden maga2kag 🇸,NOTABU,0,68,0
 you are so sweet and adorable oppa😁😁😊,NOTABU,0,38,0
 so gut lt; lt; lt; lt;3,NOTABU,0,24,0
 what do you do when you are bored askally,NOTABU,0,42,0
 doubt he is losing much sleep over it the guy has been a busted flush for  years,EXP,0,81,0
 aaaahh scribe uses run away because she is tiny and mantis as cool but scary,NOTABU,1,77,0
 psychotic liberals fake media amp rinos are walking on thin ice when they forget that real americans ..the ones who put trump in the white house will never allow them to take him out of the white house btw..thanks for this kavanaugh b.s.-insures we will vote! we are sick of dc!,EXP,1,279,0
" can you even imagine being a loser, said lil antifa.""",NOTABU,0,54,0
 holder is guilty of multiple offenses...,NOTABU,0,41,0
 fuck it just do it haha,NOTABU,1,24,0
 yep truly she is a paragon of beauty.,NOTABU,0,38,0
 here he is ,NOTABU,0,12,0
 what is this we don’t want your  tacos we want fucking gun control are you seriously trying to capitalize off this tragedy url,IMP,1,127,0
 because he made guys dumb as shit,EXP,2,34,0
 ouch she is horrible.,EXP,0,22,0
 you want to rephrase that i think you are talking about the u number?,NOTABU,0,70,0
 can you answer one question if you find out she is lying and that it was a set up will you still defend your party,NOTABU,1,115,0
 maybe it's because you are special 😊😊😊,NOTABU,0,39,0
 but he is a dildo!,EXP,0,19,0
tuesdaythoughts seems like twatter has released the kraken on conservatives posting today wonder why url,NOTABU,0,104,0
 he lived in a country with no gun control sad but true ,NOTABU,0,56,0
  you are too modest ,NOTABU,0,21,0
 surely he is a saint of these latter days,NOTABU,0,42,0
 words....words.. monday is a different day...,NOTABU,0,46,0
pugchat just wanted to let you know i may not be able to see my pugchat buddies tonight grandma is working late plus she is going by the bakery to order the cake for my mom’s birthday this weekend ,NOTABU,0,197,0
 goodluck you are my bet emmys,NOTABU,0,30,0
     do you support antifa like gilbert does?,NOTABU,0,45,0
and yet i see daily antifa doxing without any suspensions whatsoever not to mention cnn doxxing and threatening a meme creator url,NOTABU,0,130,0
 i got this,NOTABU,0,11,0
 both labour amp lib dems are remain parties if you want to leave the eu the only option is the conservatives just saying.,NOTABU,0,122,0
 treason he should hang he has no business even trying this who the f does he think he is trump needs to lock him up fast,EXP,0,121,0
 another turd gone from espn maybe one day we can watch sports on the channel,NOTABU,0,77,0
 be coo you got people thinking i really eat ass bitch ,NOTABU,2,55,0
 so you think you are going to politically assassinate kavanaugh and hurt his family so deeply that he will not become a justice of united states we conservatives win i understand you're frightened.,NOTABU,0,198,0
 elder and owen have been the bravest in pointing out that the culture is part of the problem liberals have engrained this short lived culture culture can change and will being black doesn’t have to be linked to poverty and resistance.,NOTABU,0,235,0
 did maga hack your twitter lol?,NOTABU,1,32,0
 she is so smart.,NOTABU,0,17,0
 ok but please understand that i am not one of dubakoor mumtaj dubakoor army i only support her for certain things i get what you are saying and i don’t understand how she has survived from up to this point for me she is not fit for title winner.,NOTABU,0,246,0
loveforjess i might not know her but many people do so spread the word in hopes that she is.,NOTABU,0,92,0
 trying to justify a death after the fact with a small amount of dope fuck stop fucking killing people get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun scared people do unpredictable things.,EXP,4,255,0
 aw boo you are the best mom💖,NOTABU,0,29,0
 ya take advantage of the monuments standing stately around our nation because if the liberals continue they will be no more,NOTABU,0,124,0
 we have the real facts......you suck pussy grabber mother fucker,EXP,3,65,0
 you have to admit these democrats know how to fleece the dollars out of other democrats stormy has made huge profits from d’s flooding strip clubs to stick a dollar in her g liberals are the easiest in our society to fool..,NOTABU,0,224,0
" you say you're part of the resistance so i'm fairly certain you are pro-gun control my question to you is...why would you want a government headed by this so called dictator to enact stricter gun control i don't think that's an argument that'll get you very far.""",NOTABU,0,264,0
 and she is obviously trying to be cardi she’s desperate url,NOTABU,0,60,0
" russia agent fake-republican devin nunez says liberals antifa are causing all of these riots because we are whinning""""",NOTABU,0,119,0
 more than that how low she is👎,NOTABU,0,31,0
 you are brave and have nothing to feel guilty about you did what you needed to survive thank you for your courage.,NOTABU,0,115,0
 very simple....more gun control ads equals more guns sold the gun illiterates aren’t smart enough to figure this out,IMP,0,117,0
 if you cant give me stitches when i get cut then you are not a doctor i dont give shits how long you went to school the end!,NOTABU,1,125,0
 that’s funny i don’t care who you are,NOTABU,0,38,0
 one imagines you are being sarcastic one worries that you are not.,NOTABU,1,67,0
 im not apart of antifa foxy i agree with you they are terrorsits,EXP,0,65,0
 it's different when they are trying to argue with you why you are wrong for believing in a different god i'm all for respecting their religion but i deserve respect back,NOTABU,0,170,0
 pirates of dark water!! there's another one that i loved and wondered how the story would have turned out if it had been allowed to finish,NOTABU,1,139,0
 i don't know if i feel sorry for you or should i block you because you keep going over the same thing you have no read a thing or you are a remainer still don't mater i've answered all your questions amp you have done nothing,NOTABU,0,226,0
 discussing!,NOTABU,0,12,0
 epic fail on that front hopefully she will succeed in the future.,NOTABU,0,66,0
 mbappe is bang average...would shit bricks in pl...glad for him he is in a league which is absolute joke,NOTABU,1,105,0
yes!!!! please!!! maga confirmkavanaugh voteredtosaveamerica url,NOTABU,0,64,0
 liberals don’t care who they destroy and leave in their wake url,NOTABU,0,65,0
 saw female supporters of the judge k on fox awesome women!conservatives rightly fear harassment and threats of physical harm for speaking out publicly today.few people trust journalists not to twist what they say happened to me twice i learned!,NOTABU,0,245,0
 shit jamming ju,NOTABU,1,16,0
 he is a failure in every way possible.,EXP,0,39,0
 antifa aren't fascist they're terrorist,EXP,1,40,0
 quite possible you are very right to be skeptical but one has to start somewhere ,NOTABU,0,82,0
 you’re from my state what is your view on gun control?,NOTABU,0,55,0
 you are perfect ,NOTABU,0,17,0
 i turn the tv off when juan speaks he is a real sicko.,EXP,0,55,0
" ol'bob sez...white existence is a crime  alrighty then...another country to scratch off the""tourist destination list south africa can now join cuba venezuela and the entire european union...i'm liking poland more and more everyday even russia now just to piss off liberals!""",NOTABU,1,275,0
 talk about the pot calling the kettle black.. you should be ashamed of your cash payoffs to iran amp of you helping iran to become a necular power it would be better if you just set your sales and gave us all a big wave goodby will clean up your mess url,EXP,1,255,0
 colored people should vote what color is she referring to i’m white and bright white is a color next racial dividing statement ms obama.,NOTABU,0,137,0
 also puerto rico is a island add in the middle of the atlantic and people have nowhere to go if a big enough hurricane comes through there everyone could die.,NOTABU,0,159,0
 forgotten his reboot on fox starts in less than weeks guess you are out of the loop watching fake news all the time walkaway,NOTABU,0,125,0
 hey doug we had a large amount of contacts recently we apologize for any inconvenience this may cause you are you referring to your tweet about the blue screen crash on ps4?,NOTABU,1,174,0
 go away,EXP,0,8,0
 wassamatta starting to wet your pants worried about all your dirty deeds coming out concerned about not getting a view cell at gitmo maga kag202 drainthedeepstate walkawaydemocrats201 liberalismisamentaldisease,EXP,0,211,0
 no prob!! she is really well made!,NOTABU,0,35,0
 target is brilliant with this keep an eye out esp online as there’s online only shit that’s amazing because  autumn so oranges! and also target on thanksgiving/black friday is thee place to stock tf up on sheets for the year.,NOTABU,1,226,0
 all i see is this when i see this guy url,NOTABU,0,42,0
 truly anything to avoid gun control.,NOTABU,0,37,0
 have a bacon double cheeseburger ..or ten,NOTABU,0,42,0
 are u living in gaza cos i don't think you are,NOTABU,0,47,0
 how funny...wnba championship winners won't visit stupidity of liberals is so amazing...and that face with the plastic stupidity proves it...oh...right...she might harm her little face...whats next...complete body armor...,IMP,1,223,0
 you are a member of  years aren’t you surely that means he abused you i mean i know you don’t understand idioms but this is next level ignorance,EXP,0,145,0
 i believe he is doing great with the is finding out how hard it is to actually work with a team that can’t cheat and get away with it...what a terrible place to find that out...the a-hole of america,NOTABU,1,199,0
absolutely all fucking done bye felicia url,IMP,1,43,0
 exactly so shut up,EXP,0,19,0
 i’m praying he is caught in every illegal activity that he’s involved in he has a very explosive anger issue he’s like a child that throws a dangerous tantrum when someone doesn’t agree with him i wonder how he treats women?,NOTABU,0,225,0
 fix this shit!,EXP,0,15,0
 no he is actually bald,NOTABU,1,23,0
 i watch obama for as long as i can stomach him just for the laughs lol he approves himself to be even more of a narcissist every day he is so full of himself a.k.a full of shit hanghim,EXP,2,185,0
 thanks for all you are doing to maga!,NOTABU,0,38,0
 would you rather name your next kid if it's a boy dominique or matthew?,NOTABU,0,72,0
 holder is a real quality guy wouldn’t know the truth if it hit him in the face,NOTABU,0,79,0
 clinton’s will get u,NOTABU,0,21,0
1 year old stabbed in dagenham this evening and the liberals are worried about data protection c4news,NOTABU,0,101,0
  followed,NOTABU,0,10,0
 i hope this turns out to be everything the liberals want and then some i can handle the truth no matter which way it leads i hope they can do the same.,NOTABU,0,152,0
 and  is probably all they know about please tell me he is still in jail or better yet dead you are such a strong woman i'm so sorry that happened to you.,NOTABU,0,154,0
 the guy who doesn’t watch wrestling will have no idea who he is.,NOTABU,0,65,0
 fuck you i’ll put hot sauce on a slice of pizza again for you,EXP,1,62,0
 i'm astounded that conservatives hold her up as some kind of intellectual what a failure.,NOTABU,0,90,0
 he is a genius!,NOTABU,0,16,0
(rs marsha blackburn and martha mcsally are going to be just fine in their senate races in arizona and tennessee don’t believe the fakenews supression polls maga trump redwave midterms,NOTABU,0,184,0
 well actually we’re better off just to say the fema asl guy is my hero he is the total package i don’t understand sign but i completely got what he was signing.,NOTABU,0,161,0
 reading this thread it sure seems like your followers aren't for gun control after all jimmy 😂😂😂,NOTABU,0,97,0
thanks god maga url,NOTABU,0,19,0
north korea is being dealt with nsa hackers have targeted my determined friend kim sonnuva-gun)'s computers with a virus that prevents you from killing any active process until it runs to completion no quitters allowed maga,NOTABU,0,223,0
 hell no!!!,NOTABU,0,11,0
 let’s gooo!! shittin on nubes,NOTABU,0,30,0
 he is the dba i had a quiet word with him afterwards about v$datafile,NOTABU,1,70,0
" give me a fucking mic""""",NOTABU,1,24,0
 weird how antifa thugs attacking regular people aka the far right never gets reported no wonder sky news’s ratings have plummeted by 7 since 012.,NOTABU,1,146,0
 i plan on it,NOTABU,0,13,0
...this obvious hit job on kavannah is not going to work...and the liberals continue to reveal themselves as demonic figures.. url,EXP,1,130,0
 come on texans this man can not replace ever maga2018,NOTABU,0,54,0
 why because you are too busy spreading hate with your tds i’m sure you feel fine ridiculing children of conservatives you represent everything that is wrong in the education brainwashing system.,IMP,0,195,0
 have you ever served this country other than be elected because that is not the same have you ever put your life on the line for others? i am one of the dregs of society dregsofsociety 🇸maga,NOTABU,0,191,0
 b.s how much fake data has big pharma fed you you are penalizing adults who vaping has helped you have a far bigger problem with teen alcohol sales and flavored wine coolers try reading a legit study url,NOTABU,0,204,0
 assuming that he made the statement antifa is not an organization with a spokesperson it is a diverse group bray cannot justly claim that he represents antics i ask again who is antifa in your opinion how are they organized do they reckognize bray as their spokesperson?,NOTABU,0,271,0
" foolhardy . think of the institution . the court needs to stand athwart public opinion as it did in dred scott plessy v ferguson cumming v board of ed plus a few late-in-our-history decisions that liberals think were revolutionary even if they were 0 yrs late]""",NOTABU,1,262,0
 great here’s how today has gone floris wanted to spank me leah wanted to stab me curtis won’t back me up adam still looks great at  or however old as fuck he is.. kl has a bigger dick than me but she’s a she...he🤔...she?! url,NOTABU,2,226,0
 be yourself they love u for who you are x,NOTABU,0,42,0
 looks like a whole lot of adults need to get a grip on life it also appears to me that people who experience loss in life you learn to except it on any level i truly feel sorry for people who have missed out on this development in life 🏽,NOTABU,0,238,0
" this pesky first amendment only applies to the radical left when it's there opinion otherwise they become very violent when others attempt to speak look to the campus's and antifa for proof.""",NOTABU,1,192,0
 i can understand her wanting her title but all that whining and pissing and moaning stop talking and start getting it done enough already you're a coward when you got to beat somebody when they're not looking,EXP,2,209,0
